date,5. volume,4. close,2. high,1. open,3. low
2018-05-14,3893625.0,242.9,243.67,238.9,238.82
2018-05-15,2396560.0,239.5,242.22,241.86,238.666
2018-05-16,1906100.0,241.72,241.81,239.65,238.57
2018-05-17,2418730.0,242.96,243.56,241.49,240.54
2018-05-18,2283818.0,244.64,244.76,243.37,242.39
2018-05-21,3040706.0,247.9,249.17,245.0,244.84
2018-05-22,2644110.0,245.18,248.05,248.0,243.84
2018-05-23,3047844.0,244.26,245.5,244.03,241.635
2018-05-24,2610418.0,242.73,245.44,244.57,242.2
2018-05-25,1554906.0,244.95,245.58,242.95,242.44
2018-05-29,2837814.0,242.17,243.86,243.86,240.24
2018-05-30,2071942.0,244.94,245.75,243.74,242.63
2018-05-31,2966087.0,241.51,244.745,244.21,240.6767
2018-06-01,2371387.0,243.35,243.74,243.74,241.29
2018-06-04,2188866.0,244.63,245.24,244.0,242.74
2018-06-05,1531865.0,244.43,245.1146,245.09,241.91
2018-06-06,2650301.0,248.65,248.72,246.32,245.13
2018-06-07,2117186.0,248.98,250.0,249.76,248.25
2018-06-08,3034554.0,250.68,251.5,249.46,248.07
2018-06-11,2775180.0,253.78,254.99,250.84,250.4
2018-06-12,2567198.0,253.58,253.94,253.2,250.17
2018-06-13,3138291.0,252.87,256.73,254.14,252.48
2018-06-14,2456594.0,255.33,255.99,254.47,253.66
2018-06-15,4772229.0,255.98,255.98,254.27,252.56
2018-06-18,1961879.0,254.87,255.01,254.0,252.135
2018-06-19,2370154.0,253.02,253.3,252.97,251.16
2018-06-20,2580440.0,252.81,253.73,253.315,251.88
2018-06-21,2150281.0,251.89,253.65,252.95,250.92
2018-06-22,2743131.0,254.37,255.11,252.24,251.19
2018-06-25,3060769.0,250.71,255.13,254.36,248.61
2018-06-26,2157980.0,249.77,252.47,250.56,249.54
2018-06-27,2480999.0,248.17,251.76,250.29,248.13
2018-06-28,3556904.0,244.9,248.0,247.13,242.23
2018-06-29,2787779.0,245.34,247.4999,244.9,244.6
2018-07-02,1793431.0,247.48,247.73,245.0,244.12
2018-07-03,1247991.0,246.98,248.75,248.3,246.74
2018-07-05,2183067.0,250.5,250.9262,249.11,247.58
2018-07-06,1572267.0,250.76,251.73,251.01,249.4212
2018-07-09,2039553.0,253.67,254.01,252.13,251.05
2018-07-10,2012223.0,255.54,256.9,254.18,253.75
2018-07-11,1486018.0,254.59,256.0,255.14,253.735
2018-07-12,1592817.0,256.05,256.82,256.18,254.92
2018-07-13,2356197.0,258.7,259.01,256.39,256.02
2018-07-16,3625425.0,256.98,258.45,258.29,256.435
2018-07-17,6932309.0,250.29,252.52,251.55,246.2694
2018-07-18,3359842.0,255.42,256.61,251.11,250.44
2018-07-19,2307632.0,252.93,256.5,255.32,251.85
2018-07-20,2014299.0,252.7,253.55,251.17,251.17
2018-07-23,1479621.0,252.74,255.23,252.91,252.43
2018-07-24,2476529.0,253.76,254.96,254.86,252.01
2018-07-25,3048005.0,254.86,255.27,254.81,252.765
2018-07-26,2021347.0,257.0,257.87,256.25,255.795
2018-07-27,1656790.0,255.95,257.79,257.79,255.39
2018-07-30,1681607.0,253.84,256.89,255.91,253.11
2018-07-31,2356023.0,253.22,255.2,254.14,252.85
2018-08-01,3006726.0,253.37,256.1,256.1,252.81
2018-08-02,1854444.0,256.08,256.3,253.5,252.23
2018-08-03,1422323.0,257.22,257.56,256.45,254.3
2018-08-06,1398440.0,256.76,257.54,256.5,255.465
2018-08-07,1462806.0,257.65,258.8449,257.64,257.13
2018-08-08,1494253.0,258.81,259.5,258.11,257.92
2018-08-09,2315032.0,261.59,263.02,259.91,259.31
2018-08-10,1625059.0,260.36,261.5,260.49,259.11
2018-08-13,1635347.0,260.91,262.55,261.0,260.2975
2018-08-14,1941909.0,263.48,264.295,260.89,260.85
2018-08-15,2017726.0,260.61,262.69,261.98,259.19
2018-08-16,2115921.0,263.1,263.75,261.57,261.45
2018-08-17,1969679.0,262.33,264.13,263.55,261.72
2018-08-20,1786166.0,262.4,263.49,263.0,261.57
2018-08-21,1559266.0,261.69,262.52,261.85,260.73
2018-08-22,2148534.0,260.74,261.95,261.95,260.25
2018-08-23,1603548.0,261.42,262.56,261.02,259.56
2018-08-24,2238686.0,264.28,264.78,261.75,261.75
2018-08-27,2614138.0,267.08,267.45,265.0,264.42
2018-08-28,2604184.0,268.51,269.14,268.54,267.33
2018-08-29,2880646.0,269.0,269.32,268.39,267.25
2018-08-30,2976348.0,268.39,270.17,269.46,268.11
2018-08-31,2961516.0,268.46,269.2056,268.28,267.2
2018-09-04,2097301.0,268.51,269.41,268.0,266.57
2018-09-05,2230593.0,267.64,268.795,268.56,266.93
2018-09-06,2556068.0,269.65,270.02,267.6,266.941
2018-09-07,2958324.0,268.28,271.16,269.64,267.51
2018-09-10,4145700.0,259.73,266.8,266.78,258.75
2018-09-11,2283313.0,261.04,261.418,257.92,257.4828
2018-09-12,2236267.0,262.67,264.49,261.12,260.85
2018-09-13,2734504.0,265.49,265.685,264.16,263.42
2018-09-14,2084640.0,265.31,266.65,265.4,263.28
2018-09-17,1940361.0,263.87,266.66,266.5,263.41
2018-09-18,3557116.0,263.29,264.0899,262.93,262.0048
2018-09-19,2274307.0,265.33,265.61,264.47,263.16
2018-09-20,2094990.0,266.39,267.94,266.08,266.06
2018-09-21,5671802.0,266.67,267.84,266.1,265.8501
2018-09-24,2699802.0,267.36,269.53,267.01,266.67
2018-09-25,3789664.0,263.51,267.33,267.3,263.03
2018-09-26,2237976.0,262.91,265.49,264.5,262.45
2018-09-27,2761357.0,264.65,265.41,263.0,262.93
2018-09-28,2875098.0,266.04,266.19,264.38,263.848
2018-10-01,3314889.0,269.1,270.02,267.25,267.02
2018-10-02,2777342.0,270.63,271.44,269.0,267.5
2018-10-03,361455.0,270.69,272.05,272.0,270.66
