date,5. volume,4. close,2. high,1. open,3. low
2018-05-14,1257994.0,309.54,310.95,307.0,302.0
2018-05-15,819882.0,300.45,306.965,306.42,299.62
2018-05-16,667927.0,303.21,306.46,300.63,297.47
2018-05-17,1229087.0,308.0,308.5,302.57,300.4
2018-05-18,938286.0,301.81,307.85,307.85,300.0
2018-05-21,766724.0,296.6,304.31,303.75,294.18
2018-05-22,441936.0,294.68,299.71,297.88,293.53
2018-05-23,568702.0,295.31,296.26,292.29,291.1
2018-05-24,585364.0,294.61,296.92,295.58,293.35
2018-05-25,637628.0,293.74,295.5688,294.12,292.5
2018-05-29,737540.0,296.5,298.0,291.79,291.69
2018-05-30,775655.0,300.89,301.71,297.05,294.02
2018-05-31,670845.0,300.32,304.87,301.37,297.64
2018-06-01,1012723.0,306.88,311.36,301.34,297.78
2018-06-04,1153797.0,312.09,314.79,307.64,304.96
2018-06-05,714446.0,311.85,315.38,310.14,306.49
2018-06-06,630038.0,315.13,315.675,312.89,312.01
2018-06-07,829720.0,308.72,317.245,315.53,305.28
2018-06-08,644261.0,308.1,310.62,308.22,303.52
2018-06-11,535499.0,311.95,313.93,308.0,306.125
2018-06-12,353560.0,309.53,312.42,311.71,308.84
2018-06-13,465208.0,308.28,313.67,310.12,307.634
2018-06-14,606885.0,315.67,317.82,309.94,307.579
2018-06-15,1034215.0,315.3,320.693,316.9,310.355
2018-06-18,622547.0,315.61,316.26,312.26,309.71
2018-06-19,1096399.0,327.07,327.56,314.63,312.41
2018-06-20,1299974.0,336.93,338.48,327.66,327.66
2018-06-21,1014087.0,329.04,336.88,336.87,323.67
2018-06-22,714858.0,331.97,334.525,330.05,326.9
2018-06-25,574416.0,327.11,332.18,328.95,321.74
2018-06-26,655049.0,327.23,330.25,327.89,321.77
2018-06-27,1501300.0,336.61,342.66,336.69,333.0
2018-06-28,948399.0,341.82,343.34,336.63,332.96
2018-06-29,1205708.0,344.99,349.24,343.6,343.15
2018-07-02,872013.0,351.14,351.47,344.95,342.58
2018-07-03,540557.0,353.86,355.98,352.0,347.0
2018-07-05,954322.0,360.95,362.77,356.37,353.5
2018-07-06,1002547.0,369.59,370.5,364.0,358.805
2018-07-09,881422.0,371.31,374.84,370.3,366.2
2018-07-10,921426.0,366.27,371.32,371.28,364.1995
2018-07-11,596001.0,365.21,366.52,365.08,362.53
2018-07-12,698133.0,366.43,367.59,366.59,359.338
2018-07-13,546191.0,367.64,370.14,366.3,364.661
2018-07-16,596403.0,364.75,368.56,368.56,359.7627
2018-07-17,415348.0,365.43,366.67,364.03,362.04
2018-07-18,456661.0,365.98,367.23,365.52,360.72
2018-07-19,666955.0,367.74,368.195,363.64,362.58
2018-07-20,990227.0,367.11,368.7995,367.04,363.69
2018-07-23,1106530.0,366.21,368.23,367.19,363.19
2018-07-24,846740.0,372.77,374.48,369.88,366.21
2018-07-25,706758.0,374.49,376.11,370.98,369.57
2018-07-26,579255.0,373.59,376.75,376.0,369.215
2018-07-27,1093902.0,367.6,373.66,373.14,361.6504
2018-07-30,758464.0,371.51,375.76,365.56,363.16
2018-07-31,961495.0,368.01,375.0,372.64,365.44
2018-08-01,675238.0,371.03,373.22,366.74,365.82
2018-08-02,2148446.0,397.0,401.5,372.48,367.515
2018-08-03,1312190.0,394.88,399.0,395.18,390.75
2018-08-06,769084.0,390.05,395.84,394.0,389.52
2018-08-07,477683.0,391.42,395.32,391.29,388.22
2018-08-08,1166035.0,374.27,380.0,380.0,367.63
2018-08-09,1000555.0,372.14,374.41,372.77,363.25
