date,5. volume,4. close,2. high,1. open,3. low
2018-08-10,633397.0,368.78,371.85,371.22,364.857
2018-08-13,590453.0,366.45,368.57,367.0,362.3103
2018-08-14,517729.0,366.23,369.4,367.05,364.96
2018-08-15,551110.0,361.87,369.0,365.0,361.19
2018-08-16,595410.0,371.78,373.92,364.48,361.76
2018-08-17,669593.0,374.26,377.86,373.0,370.17
2018-08-20,543835.0,374.8,377.54,375.93,371.39
2018-08-21,553480.0,378.56,381.35,374.55,374.145
2018-08-22,464730.0,380.17,382.185,376.24,372.03
2018-08-23,438910.0,379.19,382.14,378.84,376.59
2018-08-24,421251.0,376.33,380.19,378.35,374.6
2018-08-27,847723.0,388.44,389.08,378.69,377.04
2018-08-28,657924.0,390.05,392.26,390.0,387.045
2018-08-29,1234262.0,406.62,408.75,392.495,388.91
2018-08-30,956655.0,408.51,416.49,405.96,405.15
2018-08-31,484438.0,406.75,412.165,407.2,406.3
2018-09-04,627091.0,403.93,410.74,405.5,399.47
2018-09-05,540992.0,406.94,409.67,404.12,403.0
2018-09-06,483860.0,397.93,405.94,405.94,392.71
2018-09-07,503594.0,395.415,397.67,395.42,388.02
2018-09-10,355705.0,395.04,398.47,396.25,392.1
2018-09-11,346021.0,393.77,396.02,394.16,389.63
2018-09-12,684223.0,388.88,396.55,394.84,382.44
2018-09-13,538791.0,397.71,398.565,390.28,389.25
2018-09-14,493399.0,392.17,400.0,397.78,388.1105
2018-09-17,525772.0,386.49,394.525,392.76,386.05
2018-09-18,644606.0,388.33,392.47,382.73,375.21
2018-09-19,610455.0,383.7,386.98,386.84,381.94
2018-09-20,680642.0,387.25,389.32,385.06,382.995
2018-09-21,1147805.0,390.28,393.32,389.73,387.39
2018-09-24,372844.0,390.19,393.8,387.29,385.9507
2018-09-25,442159.0,390.05,394.77,391.6,388.665
2018-09-26,406187.0,391.53,396.55,389.71,388.91
2018-09-27,813159.0,406.0,407.1,391.11,390.01
2018-09-28,841572.0,404.04,410.0,405.92,400.27
2018-10-01,866745.0,394.23,410.0,406.41,392.0
2018-10-02,583517.0,400.57,405.75,395.85,395.01
2018-10-03,61663.0,401.42,402.1399,401.37,398.0
