date,5. volume,4. close,2. high,1. open,3. low
2018-05-14,2797770.0,177.54,177.595,174.47,173.7685
2018-05-15,1374352.0,176.06,177.43,177.18,175.14
2018-05-16,1489395.0,177.15,177.35,176.16,174.88
2018-05-17,1592731.0,178.91,179.99,177.65,176.69
2018-05-18,1064574.0,178.07,179.58,178.86,177.98
2018-05-21,1357085.0,177.45,179.289,179.0,176.85
2018-05-22,1262365.0,177.24,178.35,177.66,177.05
2018-05-23,1103588.0,177.09,177.38,176.7,175.15
2018-05-24,1433097.0,175.85,177.38,177.35,174.78
2018-05-25,1292202.0,175.9,176.98,175.98,175.04
2018-05-29,1448524.0,172.58,175.0,174.81,171.71
2018-05-30,1390334.0,173.32,173.965,172.6,171.335
2018-05-31,2019506.0,169.37,173.69,173.69,169.11
2018-06-01,1162154.0,170.82,171.09,170.21,169.4
2018-06-04,1011600.0,171.0,171.64,171.24,170.46
2018-06-05,1308673.0,170.83,172.67,171.24,170.005
2018-06-06,2680488.0,174.93,175.81,174.0,172.5
2018-06-07,1460788.0,177.11,177.89,175.23,175.045
2018-06-08,1667152.0,177.81,178.04,177.05,176.091
2018-06-11,1912902.0,180.95,182.1,178.41,177.985
2018-06-12,1500312.0,178.82,181.615,180.58,178.52
2018-06-13,3729592.0,176.18,179.5,179.5,174.63
2018-06-14,2237090.0,175.33,177.45,176.93,174.55
2018-06-15,3593546.0,175.05,177.0,175.66,174.8
2018-06-18,1585547.0,173.93,175.34,174.54,173.14
2018-06-19,2344161.0,173.36,174.3997,173.1,172.92
2018-06-20,1420502.0,175.72,176.04,173.79,173.79
2018-06-21,1976592.0,175.0,176.09,175.28,172.64
2018-06-22,2526428.0,174.08,176.06,175.45,173.92
2018-06-25,1813861.0,173.85,175.99,174.06,172.35
2018-06-26,1505958.0,172.95,174.23,173.69,172.8
2018-06-27,1823635.0,172.81,174.98,172.12,172.0
2018-06-28,4021724.0,169.76,170.0,169.98,163.97
2018-06-29,1914149.0,169.95,171.06,170.4,169.9
2018-07-02,1396902.0,169.03,169.47,169.47,166.88
2018-07-03,941539.0,170.25,170.37,169.29,168.86
2018-07-05,1234235.0,171.98,172.3,171.17,170.245
2018-07-06,783851.0,172.1,172.52,172.0,171.16
2018-07-09,1151766.0,173.22,174.0451,172.53,172.3
2018-07-10,968435.0,173.45,174.11,173.68,172.59
2018-07-11,1474875.0,171.79,173.45,173.08,171.7
2018-07-12,2201867.0,172.96,173.85,172.08,171.1
2018-07-13,700376.0,173.09,173.74,172.44,172.43
2018-07-16,1451982.0,172.35,173.3,173.09,172.27
2018-07-17,2265628.0,170.71,172.02,172.02,167.83
2018-07-18,5413464.0,177.75,179.48,170.81,170.72
2018-07-19,3488668.0,175.9,178.71,177.93,174.25
2018-07-20,3197045.0,178.09,179.47,174.49,174.3
2018-07-23,1676937.0,177.42,179.21,178.23,177.0
2018-07-24,1511455.0,176.43,178.96,177.47,175.795
2018-07-25,3095099.0,177.5,177.55,176.92,173.54
2018-07-26,2011728.0,177.94,179.12,178.08,176.68
2018-07-27,2002097.0,177.25,178.075,177.95,176.3
2018-07-30,1738530.0,176.8,178.14,177.18,175.7
2018-07-31,2848945.0,179.42,181.66,177.61,177.0
2018-08-01,6259845.0,182.93,188.6,179.89,178.57
2018-08-02,5071846.0,188.9,189.2,185.23,184.25
2018-08-03,2852296.0,189.25,193.37,189.61,188.91
2018-08-06,2211943.0,187.86,189.07,188.81,186.44
2018-08-07,3638887.0,188.27,190.35,188.91,187.0
2018-08-08,5733987.0,189.46,190.3,188.67,186.03
2018-08-09,2981783.0,185.42,190.3,190.03,184.92
2018-08-10,4442013.0,183.28,186.21,183.1,182.135
2018-08-13,2085266.0,181.76,183.815,183.4,180.13
2018-08-14,4180612.0,185.3,185.56,181.27,181.27
2018-08-15,2922197.0,185.48,186.41,185.0,183.12
2018-08-16,2624963.0,188.19,188.61,185.86,185.57
2018-08-17,1805739.0,188.34,189.38,189.13,187.375
2018-08-20,2449192.0,187.89,189.3,188.97,187.47
2018-08-21,2626371.0,186.05,187.55,187.34,185.75
2018-08-22,2227340.0,186.36,187.09,185.4,183.78
2018-08-23,1494200.0,185.8,187.07,186.44,185.06
2018-08-24,2266828.0,185.72,186.869,185.86,184.94
2018-08-27,1665001.0,187.0,187.99,186.0,185.85
2018-08-28,1821791.0,187.96,188.38,187.72,186.1
2018-08-29,2502458.0,190.46,190.95,188.31,187.99
2018-08-30,2245360.0,189.8,191.24,190.43,189.5912
2018-08-31,1809160.0,188.34,189.57,189.22,187.76
2018-09-04,2098139.0,186.07,188.57,187.49,185.58
2018-09-05,3997305.0,184.93,186.85,186.14,181.78
2018-09-06,2712415.0,185.18,185.62,184.48,181.91
2018-09-07,2254959.0,188.59,189.15,185.56,185.31
2018-09-10,1828308.0,186.36,189.71,188.6,186.26
2018-09-11,1603618.0,184.87,186.0,186.0,183.0
2018-09-12,1982522.0,186.89,187.35,185.07,183.82
2018-09-13,2989158.0,193.21,193.41,187.63,186.88
2018-09-14,2357657.0,195.11,195.68,193.57,192.8601
2018-09-17,6532256.0,197.84,201.69,196.5,194.82
2018-09-18,4442064.0,200.07,201.55,198.09,196.0
2018-09-19,2835767.0,199.19,201.72,200.42,197.91
2018-09-20,2500120.0,201.33,201.64,200.21,200.16
2018-09-21,3695654.0,202.23,203.058,202.14,197.41
2018-09-24,2839355.0,203.24,203.66,200.92,200.57
2018-09-25,3063997.0,201.5,203.29,203.05,199.8
2018-09-26,2256487.0,202.43,204.0,202.1,200.82
2018-09-27,2573923.0,206.35,206.63,203.36,202.96
2018-09-28,3330588.0,208.25,208.73,205.03,204.215
2018-10-01,2407280.0,210.93,211.98,209.22,208.55
2018-10-02,2113250.0,210.59,211.62,211.0,209.85
2018-10-03,250908.0,211.4,213.2213,213.01,211.39
