start_time_yr,start_time_mo,start_time_dt,start_time_hr,start_time_mn,start_time_sc,start_time_ms,meal_type,calorie,update_time_yr,update_time_mo,update_time_dt,update_time_hr,update_time_mn,update_time_sc,update_time_ms,amount,pkg_name,time_offset,name,comment,unit,custom,create_time_yr,create_time_mo,create_time_dt,create_time_hr,create_time_mn,create_time_sc,create_time_ms,food_info_id
2018,6,15,0,57,14,588,100003,19,2018,6,15,1,48,32,875,0.5,com.sec.android.app.shealth,UTC-0400,Peaches,NA,120001,NA,2018,6,15,0,58,10,80,2d8b629f-e0ee-468a-a7a0-8ee486fc74f6
2018,7,6,23,4,6,863,100003,90,2018,7,6,23,7,10,135,3,com.sec.android.app.shealth,UTC-0400,Broccoli,NA,120001,NA,2018,7,6,23,5,31,9,35cd483f-9985-43d7-9363-fcd95bea0424
2018,6,21,18,17,22,935,100002,600,2018,6,21,18,26,36,427,4,com.sec.android.app.shealth,UTC-0400,Home Fried Potatoes(Sodexo),NA,120001,NA,2018,6,21,18,26,36,427,cf558f4d-80e0-4823-9505-98c0768f2ea6
2018,6,25,22,0,0,71,100003,37,2018,6,26,12,39,46,401,0.5,com.sec.android.app.shealth,UTC-0400,Pineapple,NA,120001,NA,2018,6,26,12,35,24,162,6835060c-2197-428c-ab62-f8e16e8c34ea
2018,7,10,20,38,25,385,100006,19,2018,7,10,20,39,1,746,0.5,com.sec.android.app.shealth,UTC-0400,Peaches,NA,120001,NA,2018,7,10,20,39,1,746,2d8b629f-e0ee-468a-a7a0-8ee486fc74f6
2018,6,20,22,0,0,292,100003,15,2018,6,21,14,24,52,571,1,com.sec.android.app.shealth,UTC-0400,Romaine Lettuce(Great Value),NA,120001,NA,2018,6,21,14,23,48,699,f95b6c50-5242-40cc-b034-08b846736e3c
2018,6,21,14,20,9,378,100001,134,2018,6,21,14,20,17,948,1,com.sec.android.app.shealth,UTC-0400,Baked Sweetpotato (Peel Not Eaten),NA,120001,NA,2018,6,21,14,20,17,948,e0a672d3-d7be-49bf-85ec-cb89cf840e35
2018,6,13,16,0,0,0,100002,180,2018,6,14,14,8,58,800,2,com.sec.android.app.shealth,UTC-0400,Small Red Beans(Goya),NA,120001,NA,2018,6,14,14,8,58,800,af580780-e533-43bb-916c-b169321ad7c3
2018,6,29,16,0,0,0,100002,255,2018,6,30,15,26,5,80,1.5,com.sec.android.app.shealth,UTC-0400,Mixed Nuts(Planters),NA,120001,NA,2018,6,30,15,26,5,80,63ec2b45-8bf9-4e33-b8a1-c95ff61f0d6e
2018,6,27,15,20,56,881,100002,320,2018,6,27,15,24,19,157,4,com.sec.android.app.shealth,UTC-0400,Extra Firm Tofu(Frieda's),NA,120001,NA,2018,6,27,15,24,19,157,f785444f-65e0-4f48-9c6e-3865ed2c9569
2018,7,4,16,0,0,0,100002,6,2018,7,5,0,17,6,284,0.1,com.sec.android.app.shealth,UTC-0400,Hickory Smoke BBQ Sauce(Kraft),NA,120001,NA,2018,7,5,0,17,6,284,63013050-8b2d-4ccc-9c7d-f017fdaaea81
2018,6,29,22,0,0,219,100003,38,2018,6,30,15,29,5,983,1,com.sec.android.app.shealth,UTC-0400,Peaches,NA,120001,NA,2018,6,30,15,28,3,630,2d8b629f-e0ee-468a-a7a0-8ee486fc74f6
2018,7,8,16,0,0,852,100002,26,2018,7,8,21,12,35,733,0.5,com.sec.android.app.shealth,UTC-0400,Oyster Mushroom,NA,120001,NA,2018,7,8,21,11,30,424,5133b820-42d0-4c78-ad0c-6852faff8457
2018,7,6,17,41,53,633,100006,19,2018,7,6,17,42,3,116,0.5,com.sec.android.app.shealth,UTC-0400,Peaches,NA,120001,NA,2018,7,6,17,42,3,116,2d8b629f-e0ee-468a-a7a0-8ee486fc74f6
2018,7,9,22,0,0,0,100003,12,2018,7,10,2,32,59,687,4,com.sec.android.app.shealth,UTC-0400,Vinegar,NA,120001,NA,2018,7,10,2,32,59,687,21157d34-8768-457d-97cb-7ab94e5546b3
2018,7,12,1,0,0,0,100006,22,2018,7,12,13,7,43,727,0.2,com.sec.android.app.shealth,UTC-0400,"Grapes (Red or Green, European Type Varieties Such As Thompson Seedless)",NA,120001,NA,2018,7,12,13,7,43,727,122ce956-17a2-448e-9a0d-886a92d567c7
2018,6,23,22,0,0,511,100003,97,2018,6,24,16,3,26,143,0.5,com.sec.android.app.shealth,UTC-0400,Baked Potato (Peel Eaten),NA,120001,NA,2018,6,24,15,58,27,626,5e31f067-057c-4bd4-bcc7-52c7f0639450
2018,6,27,1,27,57,547,100003,42.2,2018,6,27,1,31,45,795,0.1,com.sec.android.app.shealth,UTC-0400,Spicy Chili Crisp(LaoGanMa),NA,120001,NA,2018,6,27,1,31,45,795,b2ac4b1b-3092-4f3a-b4c7-4428326b4f11
2018,6,27,1,27,57,547,100003,41,2018,6,27,1,31,45,800,0.5,com.sec.android.app.shealth,UTC-0400,Blueberries,NA,120001,NA,2018,6,27,1,31,45,800,85e1291b-43ec-4b34-ac0a-6605b6e6ef10
2018,6,30,23,37,13,909,100003,12.5,2018,6,30,23,42,34,569,0.5,com.sec.android.app.shealth,UTC-0400,Cauliflower,NA,120001,NA,2018,6,30,23,42,34,569,112ab6ad-4f6b-4111-83c8-fa9c53e6d04c
2018,7,20,16,0,0,0,100002,120,2018,7,20,20,53,22,825,2,com.sec.android.app.shealth,UTC-0400,Cantaloupe Melons,NA,120001,NA,2018,7,20,20,53,22,825,2063b39c-250c-41b6-8a78-33d6e65e3eec
2018,6,22,16,40,43,686,100002,14,2018,6,22,16,48,27,30,1,com.sec.android.app.shealth,UTC-0400,Sweet and Sour Sauce,NA,120001,NA,2018,6,22,16,42,22,182,6692775a-b78f-45ac-9e59-787de0b3a7f7
2018,7,18,16,3,23,363,100002,90,2018,7,18,16,6,44,378,0.4,com.sec.android.app.shealth,UTC-0400,"Red Kidney Beans (Without Salt, Cooked, Boiled)",NA,120001,NA,2018,7,18,16,6,44,378,6c3b56c1-9183-45d5-81cb-b402a842e67c
2018,6,30,16,0,0,0,100002,65,2018,6,30,20,51,21,543,1,com.sec.android.app.shealth,UTC-0400,Organic Kale Salad with Dressing(Harvest Sensations),NA,120001,NA,2018,6,30,20,51,21,543,dfd8effb-ca24-4212-9e18-ea3b7331ef5f
2018,6,19,16,0,0,0,100002,20,2018,6,19,20,55,26,314,1,com.sec.android.app.shealth,UTC-0400,Shirataki White Yam Noodles(House Foods),NA,120001,NA,2018,6,19,20,55,26,314,373c20a8-7797-43e7-9e72-d65dc907925b
2018,7,19,16,0,0,0,100002,6,2018,7,19,21,32,38,62,0.3,com.sec.android.app.shealth,UTC-0400,Eggplant,NA,120001,NA,2018,7,19,21,32,38,62,31e5ee6e-22ab-4f91-a6c5-f1c067315c5e
2018,7,8,22,32,31,704,100006,67,2018,7,9,0,41,21,494,0.5,com.sec.android.app.shealth,UTC-0400,Mango,NA,120001,NA,2018,7,8,22,32,42,491,52617a49-e99b-4808-8778-c009c352b30c
2018,6,20,22,0,0,292,100003,67,2018,6,21,14,24,52,465,0.5,com.sec.android.app.shealth,UTC-0400,Mango,NA,120001,NA,2018,6,21,14,23,48,696,52617a49-e99b-4808-8778-c009c352b30c
2018,7,16,18,53,33,904,100005,310,2018,7,16,18,55,29,573,1,com.sec.android.app.shealth,UTC-0400,Chocolate Peanut Butter Ice Cream(Haagen-Dazs),NA,120001,NA,2018,7,16,18,55,29,573,fbcb0dd6-2543-45ab-8c82-7d76cfec7a8e
2018,6,16,23,26,20,541,100006,16,2018,6,17,1,40,26,737,4,com.sec.android.app.shealth,UTC-0400,Strawberries,NA,120001,NA,2018,6,16,23,28,2,42,d6f97f14-913d-4cfc-b0b3-0f7c316abafd
2018,7,15,22,0,0,0,100003,21,2018,7,16,18,50,36,201,3,com.sec.android.app.shealth,UTC-0400,Spinach,NA,120001,NA,2018,7,16,18,50,36,201,d86cd97c-d5ba-4d76-bb5d-0e681fda66d6
2018,7,11,17,2,10,741,100002,6,2018,7,11,17,15,10,341,0.3,com.sec.android.app.shealth,UTC-0400,Eggplant,NA,120001,NA,2018,7,11,17,6,25,239,31e5ee6e-22ab-4f91-a6c5-f1c067315c5e
2018,7,8,14,0,0,0,100004,206,2018,7,8,21,23,30,149,1,com.sec.android.app.shealth,UTC-0400,Roasted Chestnuts,NA,120001,NA,2018,7,8,21,23,30,149,f2befc1a-1629-4356-898e-c6ff74c56964
2018,7,17,22,0,0,144,100003,102,2018,7,18,16,2,37,165,3,com.sec.android.app.shealth,UTC-0400,Cooked Broccoli (Fat Not Added in Cooking),NA,120001,NA,2018,7,18,16,2,37,165,a06c6d60-2487-4233-97ca-bad9445c6763
2018,6,29,1,11,26,117,100003,19,2018,6,29,1,12,31,787,0.5,com.sec.android.app.shealth,UTC-0400,Peaches,NA,120001,NA,2018,6,29,1,12,31,787,2d8b629f-e0ee-468a-a7a0-8ee486fc74f6
2018,6,13,22,0,0,0,100003,68,2018,6,14,14,13,38,578,2,com.sec.android.app.shealth,UTC-0400,Cooked Broccoli (Fat Not Added in Cooking),NA,120001,NA,2018,6,14,14,13,38,578,a06c6d60-2487-4233-97ca-bad9445c6763
2018,6,24,19,55,30,996,100002,374,2018,6,24,22,42,59,879,2,com.sec.android.app.shealth,UTC-0400,"Taro (with Salt, Cooked)",NA,120001,NA,2018,6,24,22,42,14,788,b41be9ae-ca21-433d-8b79-8368e5933878
2018,6,20,16,0,0,757,100002,600,2018,6,20,20,51,32,443,4,com.sec.android.app.shealth,UTC-0400,Home Fried Potatoes(Sodexo),NA,120001,NA,2018,6,20,20,50,57,206,cf558f4d-80e0-4823-9505-98c0768f2ea6
2018,7,18,1,0,0,798,100006,83,2018,7,18,16,3,18,698,1,com.sec.android.app.shealth,UTC-0400,Blueberries,NA,120001,NA,2018,7,18,15,10,28,452,85e1291b-43ec-4b34-ac0a-6605b6e6ef10
2018,7,6,23,4,6,863,100003,25,2018,7,6,23,7,10,151,1,com.sec.android.app.shealth,UTC-0400,Cauliflower,NA,120001,NA,2018,7,6,23,5,31,10,112ab6ad-4f6b-4111-83c8-fa9c53e6d04c
2018,6,22,16,40,43,686,100002,80,2018,6,22,16,48,27,44,1,com.sec.android.app.shealth,UTC-0400,Unsweetened Soymilk(Silk),NA,120001,NA,2018,6,22,16,42,51,791,1a152010-fc7a-4ce4-a0ac-7e92b3a6bdd7
2018,6,18,15,42,4,304,100002,28,2018,6,18,15,43,30,253,1,com.sec.android.app.shealth,UTC-0400,Red Cabbage,NA,120001,NA,2018,6,18,15,43,30,253,12f85ea7-ce31-4c70-bc24-682bc7e7d8de
2018,6,29,22,0,0,219,100003,105,2018,6,30,15,29,5,878,3,com.sec.android.app.shealth,UTC-0400,Grilled Red and Yellow Peppers(Simply Enjoy),NA,120001,NA,2018,6,30,15,28,3,628,ef2c6b02-644a-41ee-a6bb-86092a7f36b2
2018,7,4,16,0,0,0,100002,140,2018,7,5,0,17,6,283,2,com.sec.android.app.shealth,UTC-0400,Sweet Potato Noodles(Whole Foods Market),NA,120001,NA,2018,7,5,0,17,6,283,c7feeeee-0cb8-4437-b99b-e6c68f990d7a
2018,7,9,22,0,0,0,100003,3,2018,7,10,2,32,59,688,0.1,com.sec.android.app.shealth,UTC-0400,Scallions or Spring Onions,NA,120001,NA,2018,7,10,2,32,59,688,31e60233-beb5-4ab4-9a65-28a316da209a
2018,7,11,17,2,10,741,100002,80,2018,7,11,17,15,9,407,1,com.sec.android.app.shealth,UTC-0400,Mixed Fruit Cup(Del Monte),NA,120001,NA,2018,7,11,17,15,9,407,7dac47df-af9a-4759-a079-e01c79849711
2018,7,5,19,32,23,349,100006,19,2018,7,5,19,57,27,441,0.5,com.sec.android.app.shealth,UTC-0400,Peaches,NA,120001,NA,2018,7,5,19,32,34,518,2d8b629f-e0ee-468a-a7a0-8ee486fc74f6
2018,7,15,22,0,0,0,100003,438,2018,7,16,18,50,36,199,2,com.sec.android.app.shealth,UTC-0400,Noodles,NA,120001,NA,2018,7,16,18,50,36,199,512f691c-1940-4bc5-b891-0e086be9796c
2018,6,26,18,7,12,773,100002,185,2018,6,26,20,8,6,367,0.5,com.sec.android.app.shealth,UTC-0400,Noodles(Indomie),NA,120001,NA,2018,6,26,19,3,33,361,ded4579e-5981-48c0-abe7-8c5cf0a8e929
2018,6,24,22,0,0,0,100003,276,2018,6,25,14,10,12,931,4,com.sec.android.app.shealth,UTC-0400,White Bread,NA,120001,NA,2018,6,25,14,10,12,931,fb41b58f-dd35-4280-91a4-1c47ebd4a258
2018,7,12,22,0,0,650,100003,10,2018,7,13,20,58,26,473,1,com.sec.android.app.shealth,UTC-0400,Baby Shanghai Bok Choy(Trader Joe's),NA,120001,NA,2018,7,13,17,2,44,576,f1e7e0c8-f5ee-4b67-9f3c-f90d90ef8e70
2018,7,5,19,32,1,831,100005,206,2018,7,5,19,32,17,538,1,com.sec.android.app.shealth,UTC-0400,Roasted Chestnuts,NA,120001,NA,2018,7,5,19,32,17,538,f2befc1a-1629-4356-898e-c6ff74c56964
2018,6,22,19,35,46,547,100003,19,2018,6,23,15,15,53,397,0.5,com.sec.android.app.shealth,UTC-0400,Peaches,NA,120001,NA,2018,6,22,19,36,7,914,2d8b629f-e0ee-468a-a7a0-8ee486fc74f6
2018,7,13,16,0,0,0,100002,13,2018,7,13,21,0,53,449,1,com.sec.android.app.shealth,UTC-0400,Napa Cabbage (Cooked),NA,120001,NA,2018,7,13,21,0,53,449,7f5d0706-be57-479b-97a2-20073a0cf587
2018,7,18,22,0,0,0,100003,4,2018,7,19,21,30,2,481,1,com.sec.android.app.shealth,UTC-0400,Garlic,NA,120001,NA,2018,7,19,21,30,2,481,99b50c82-9ce0-4b08-8bf8-727b5bf0ab5a
2018,6,29,1,11,26,117,100003,384,2018,6,29,1,12,31,790,2,com.sec.android.app.shealth,UTC-0400,Whole Wheat Noodles,NA,120001,NA,2018,6,29,1,12,31,790,78406e91-490d-436d-9672-8c47bc471617
2018,6,15,16,0,0,0,100002,322,2018,6,16,14,29,0,219,1,com.sec.android.app.shealth,UTC-0400,Avocados,NA,120001,NA,2018,6,16,14,29,0,219,bb379add-ad17-4837-b8ee-2f62bd7b0340
2018,7,20,16,0,0,0,100002,124,2018,7,20,20,53,22,824,1,com.sec.android.app.shealth,UTC-0400,Veggie Burgers,NA,120001,NA,2018,7,20,20,53,22,824,f3f71370-33c6-4767-8f61-f51ce7855ac6
2018,7,18,22,0,0,0,100003,37.7,2018,7,19,21,30,2,480,0.1,com.sec.android.app.shealth,UTC-0400,Fried Chili in Oil(LaoGanMa),NA,120001,NA,2018,7,19,21,30,2,480,1f9e20ed-25d2-461d-abba-a99f2e07d874
2018,6,22,19,35,46,547,100003,77,2018,6,23,15,15,52,286,1,com.sec.android.app.shealth,UTC-0400,Cooked Mushrooms,NA,120001,NA,2018,6,23,15,15,52,286,278af9f9-dcd5-4003-8f05-9b7f927173eb
2018,7,11,17,2,10,741,100002,190,2018,7,11,17,15,9,406,1,com.sec.android.app.shealth,UTC-0400,Kettle Cooked Original 40% Less Fat(Lay's),NA,120001,NA,2018,7,11,17,15,9,406,4f5a7fbb-fccb-4d18-9022-6733b2d2afab
2018,6,23,16,0,0,627,100002,96.9,2018,6,24,16,1,6,911,0.3,com.sec.android.app.shealth,UTC-0400,Pumpkin Pie,NA,120001,NA,2018,6,24,15,50,4,407,2a21f35e-f762-41ec-a44e-8c993f32424b
2018,6,27,1,27,57,547,100003,388,2018,6,27,1,31,45,794,2,com.sec.android.app.shealth,UTC-0400,Baked Potato (Peel Eaten),NA,120001,NA,2018,6,27,1,31,45,794,5e31f067-057c-4bd4-bcc7-52c7f0639450
2018,6,14,14,15,25,446,100001,134,2018,6,14,14,15,35,872,1,com.sec.android.app.shealth,UTC-0400,Baked Sweetpotato (Peel Not Eaten),NA,120001,NA,2018,6,14,14,15,35,872,e0a672d3-d7be-49bf-85ec-cb89cf840e35
2018,6,23,16,0,0,627,100002,30,2018,6,24,16,1,6,770,2,com.sec.android.app.shealth,UTC-0400,Dried Wood Ear Mushrooms(Frieda's),NA,120001,NA,2018,6,24,15,50,4,404,24420ad9-075f-46a7-a539-06a4fd403bcd
2018,7,14,22,0,0,0,100003,104,2018,7,15,15,13,34,342,2,com.sec.android.app.shealth,UTC-0400,Firm Silken Tofu,NA,120001,NA,2018,7,15,15,13,34,342,a2d836f3-db75-45cf-a6b1-31018fd8e113
2018,7,5,0,18,37,924,100003,41,2018,7,5,0,19,32,382,0.5,com.sec.android.app.shealth,UTC-0400,Blueberries,NA,120001,NA,2018,7,5,0,19,32,382,85e1291b-43ec-4b34-ac0a-6605b6e6ef10
2018,6,18,21,55,12,37,100005,425,2018,6,18,21,58,21,882,2.5,com.sec.android.app.shealth,UTC-0400,Mixed Nuts(Planters),NA,120001,NA,2018,6,18,21,58,21,882,63ec2b45-8bf9-4e33-b8a1-c95ff61f0d6e
2018,7,8,16,0,0,852,100002,60,2018,7,8,21,12,35,669,1,com.sec.android.app.shealth,UTC-0400,Hickory Smoke BBQ Sauce(Kraft),NA,120001,NA,2018,7,8,21,12,35,669,63013050-8b2d-4ccc-9c7d-f017fdaaea81
2018,7,15,22,0,0,0,100003,132,2018,7,16,18,50,36,200,2,com.sec.android.app.shealth,UTC-0400,Cooked Eggplant,NA,120001,NA,2018,7,16,18,50,36,200,bbc01cda-c6cc-424c-8ef8-175c4ad2533b
2018,7,15,1,0,0,0,100006,92,2018,7,15,15,13,49,86,2,com.sec.android.app.shealth,UTC-0400,Watermelon,NA,120001,NA,2018,7,15,15,13,49,86,245c2c3b-88f2-4f32-9404-dfe186840df7
2018,6,14,16,3,37,445,100002,38.5,2018,6,14,16,5,22,847,0.5,com.sec.android.app.shealth,UTC-0400,Cooked Mushrooms (from Fresh),NA,120001,NA,2018,6,14,14,21,19,678,f5c6db36-1b71-4e71-8b60-f9f54b95d4a3
2018,7,13,1,0,0,0,100006,255,2018,7,13,20,58,40,38,1.5,com.sec.android.app.shealth,UTC-0400,Mixed Nuts(Planters),NA,120001,NA,2018,7,13,20,58,40,38,63ec2b45-8bf9-4e33-b8a1-c95ff61f0d6e
2018,6,16,16,0,0,0,100002,64.4,2018,6,16,23,25,44,371,0.2,com.sec.android.app.shealth,UTC-0400,Avocados,NA,120001,NA,2018,6,16,23,25,44,371,bb379add-ad17-4837-b8ee-2f62bd7b0340
2018,6,16,16,0,0,0,100002,44,2018,6,16,23,25,44,374,2,com.sec.android.app.shealth,UTC-0400,White Button Mushrooms(Trader Joe's),NA,120001,NA,2018,6,16,23,25,44,374,fc0cc370-c12b-4736-b8c2-1be8dec205c4
2018,7,5,19,32,23,349,100006,255,2018,7,5,19,57,26,843,1.5,com.sec.android.app.shealth,UTC-0400,Mixed Nuts(Planters),NA,120001,NA,2018,7,5,19,57,26,843,63ec2b45-8bf9-4e33-b8a1-c95ff61f0d6e
2018,7,8,1,0,0,0,100006,37,2018,7,8,21,14,32,985,0.5,com.sec.android.app.shealth,UTC-0400,Pineapple,NA,120001,NA,2018,7,8,21,14,32,985,6835060c-2197-428c-ab62-f8e16e8c34ea
2018,6,14,16,3,37,445,100002,408,2018,6,14,16,5,22,525,2,com.sec.android.app.shealth,UTC-0400,White Rice,NA,120001,NA,2018,6,14,14,21,19,676,bbf51ec3-d464-4338-b151-0966be324e05
2018,7,5,0,18,37,924,100003,22,2018,7,5,0,19,32,380,0.2,com.sec.android.app.shealth,UTC-0400,"Grapes (Red or Green, European Type Varieties Such As Thompson Seedless)",NA,120001,NA,2018,7,5,0,19,32,380,122ce956-17a2-448e-9a0d-886a92d567c7
2018,7,19,22,0,0,0,100003,138,2018,7,20,20,50,57,552,3,com.sec.android.app.shealth,UTC-0400,Watermelon,NA,120001,NA,2018,7,20,20,50,57,552,245c2c3b-88f2-4f32-9404-dfe186840df7
2018,6,26,13,15,59,142,100001,134,2018,6,26,13,16,14,337,1,com.sec.android.app.shealth,UTC-0400,Baked Sweetpotato (Peel Not Eaten),NA,120001,NA,2018,6,26,13,16,14,337,e0a672d3-d7be-49bf-85ec-cb89cf840e35
2018,6,16,23,26,20,541,100006,41.5,2018,6,17,1,40,26,754,0.5,com.sec.android.app.shealth,UTC-0400,Blueberries,NA,120001,NA,2018,6,16,23,31,22,113,85e1291b-43ec-4b34-ac0a-6605b6e6ef10
2018,7,10,20,38,25,385,100006,41,2018,7,10,20,39,1,747,0.5,com.sec.android.app.shealth,UTC-0400,Blueberries,NA,120001,NA,2018,7,10,20,39,1,747,85e1291b-43ec-4b34-ac0a-6605b6e6ef10
2018,7,11,17,2,10,741,100002,4,2018,7,11,17,15,10,327,0.5,com.sec.android.app.shealth,UTC-0400,Lettuce,NA,120001,NA,2018,7,11,17,6,25,238,1754ac98-c925-4e33-a416-38ea2451655c
2018,6,16,23,26,20,541,100006,110,2018,6,17,1,40,26,596,1,com.sec.android.app.shealth,UTC-0400,Dried Apricots(Great Value),NA,120001,NA,2018,6,17,1,40,26,596,cffa8f8a-3d96-4cc4-b45c-4151e8a003b6
2018,6,30,15,29,11,579,100001,480,2018,6,30,15,30,52,265,2,com.sec.android.app.shealth,UTC-0400,Apple Cinnamon(Powerful Oatmeal),NA,120001,NA,2018,6,30,15,30,52,265,3ef56099-739c-4f96-84f7-b4fb80c1dd4c
2018,6,15,22,0,0,0,100003,134,2018,6,16,14,54,12,215,2,com.sec.android.app.shealth,UTC-0400,Cooked Turnip,NA,120001,NA,2018,6,16,14,54,12,215,f4da4c25-0a2e-4ef1-afcf-7437ab75895e
2018,6,29,22,0,0,219,100003,41,2018,6,30,15,29,6,25,0.5,com.sec.android.app.shealth,UTC-0400,Blueberries,NA,120001,NA,2018,6,30,15,28,3,631,85e1291b-43ec-4b34-ac0a-6605b6e6ef10
2018,6,19,20,55,27,407,100003,94.2,2018,6,20,13,41,25,428,0.3,com.sec.android.app.shealth,UTC-0400,Baked Beans,NA,120001,NA,2018,6,19,20,57,44,280,47acb7b1-d36f-43db-804b-6a394691553b
2018,7,15,12,0,0,190,100001,360,2018,7,15,16,40,29,837,3,com.sec.android.app.shealth,UTC-0400,Popped Corn Chips - Kettle(PopCorners),NA,120001,NA,2018,7,15,16,40,29,837,0ebc1a31-6e6f-41ad-8a59-0170185ac405
2018,7,7,16,0,0,871,100002,220,2018,7,8,21,22,44,89,2,com.sec.android.app.shealth,UTC-0400,Hamburger Buns(Holsum),NA,120001,NA,2018,7,8,21,22,44,89,a59a26ff-ff89-4d34-b16b-065d9fb1c8e3
2018,6,15,16,0,0,0,100002,1,2018,6,16,14,29,0,222,1,com.sec.android.app.shealth,UTC-0400,Chives,NA,120001,NA,2018,6,16,14,29,0,222,b0bde5c0-f495-4fdd-a3e8-135614d00e40
2018,7,18,16,3,23,363,100002,23.8,2018,7,18,16,6,44,377,0.7,com.sec.android.app.shealth,UTC-0400,Green String Beans,NA,120001,NA,2018,7,18,16,6,44,377,349a1615-1a56-4e6f-9fb6-8355a3e53eec
2018,6,22,0,31,59,972,100003,270,2018,6,22,4,12,53,424,1,com.sec.android.app.shealth,UTC-0400,Mochi Kusa(Daifuku),NA,120001,NA,2018,6,22,4,12,53,424,548e3d72-56e0-4650-bf74-2e7adab95d1b
2018,6,27,22,0,0,173,100003,16,2018,6,29,1,6,58,518,4,com.sec.android.app.shealth,UTC-0400,Strawberries,NA,120001,NA,2018,6,29,1,6,58,518,d6f97f14-913d-4cfc-b0b3-0f7c316abafd
2018,7,12,1,0,0,0,100006,37,2018,7,12,13,7,43,729,0.5,com.sec.android.app.shealth,UTC-0400,Pineapple,NA,120001,NA,2018,7,12,13,7,43,729,6835060c-2197-428c-ab62-f8e16e8c34ea
2018,7,5,16,35,4,916,100002,45,2018,7,5,19,31,59,853,3,com.sec.android.app.shealth,UTC-0400,Sugar,NA,120001,NA,2018,7,5,19,31,59,853,6c813cca-26fd-4dc8-bd8d-12d97aa7c17a
2018,6,17,22,0,0,0,100003,82.5,2018,6,18,14,26,19,77,0.5,com.sec.android.app.shealth,UTC-0400,Dry Roasted Sunflower Seeds (with Salt Added),NA,120001,NA,2018,6,18,14,26,19,77,b754a740-87d2-44ed-9bfe-1b01410c7439
2018,7,8,1,0,0,0,100006,19,2018,7,8,21,14,32,985,0.5,com.sec.android.app.shealth,UTC-0400,Peaches,NA,120001,NA,2018,7,8,21,14,32,985,2d8b629f-e0ee-468a-a7a0-8ee486fc74f6
2018,6,20,22,0,0,292,100003,22,2018,6,21,14,24,52,587,1,com.sec.android.app.shealth,UTC-0400,Tomatoes,NA,120001,NA,2018,6,21,14,23,48,700,85161aed-7e85-4eef-bf5d-839008caa7cd
2018,6,13,22,0,0,0,100003,19,2018,6,14,14,13,38,579,0.5,com.sec.android.app.shealth,UTC-0400,Peaches,NA,120001,NA,2018,6,14,14,13,38,579,2d8b629f-e0ee-468a-a7a0-8ee486fc74f6
2018,7,6,17,10,18,58,100002,13,2018,7,6,17,45,14,726,1,com.sec.android.app.shealth,UTC-0400,Napa Cabbage (Cooked),NA,120001,NA,2018,7,6,17,12,0,741,7f5d0706-be57-479b-97a2-20073a0cf587
2018,6,15,0,57,14,588,100003,22,2018,6,15,1,48,32,970,0.2,com.sec.android.app.shealth,UTC-0400,"Grapes (Red or Green, European Type Varieties Such As Thompson Seedless)",NA,120001,NA,2018,6,15,0,59,11,67,122ce956-17a2-448e-9a0d-886a92d567c7
2018,6,27,15,20,56,881,100002,124,2018,6,27,15,24,19,158,1,com.sec.android.app.shealth,UTC-0400,Canola Vegetable Oil,NA,120001,NA,2018,6,27,15,24,19,158,529a3978-c58e-4a44-bfef-decfc2b218ce
2018,6,18,21,55,12,37,100005,22,2018,6,18,21,58,21,981,0.2,com.sec.android.app.shealth,UTC-0400,"Grapes (Red or Green, European Type Varieties Such As Thompson Seedless)",NA,120001,NA,2018,6,18,21,56,14,333,122ce956-17a2-448e-9a0d-886a92d567c7
2018,6,28,16,0,0,0,100002,406,2018,6,29,1,11,23,633,2,com.sec.android.app.shealth,UTC-0400,Roasted Potato,NA,120001,NA,2018,6,29,1,11,23,633,457849ac-8095-40ca-8f98-832d8d79124f
2018,7,6,23,4,6,863,100003,201.6,2018,7,6,23,7,10,70,0.3,com.sec.android.app.shealth,UTC-0400,Sweetened Bean Paste,NA,120001,NA,2018,7,6,23,7,10,70,88bc33ef-5fc6-45ad-9dcb-43650a8648c7
2018,6,27,22,0,0,173,100003,19,2018,6,29,1,6,58,517,0.5,com.sec.android.app.shealth,UTC-0400,Peaches,NA,120001,NA,2018,6,29,1,6,58,517,2d8b629f-e0ee-468a-a7a0-8ee486fc74f6
2018,7,13,16,0,0,0,100002,124,2018,7,13,21,0,53,450,1,com.sec.android.app.shealth,UTC-0400,Canola Vegetable Oil,NA,120001,NA,2018,7,13,21,0,53,450,f2321d79-4a85-485a-8bca-17fd1d5380fd
2018,7,17,22,0,0,144,100003,660,2018,7,18,16,2,37,247,3,com.sec.android.app.shealth,UTC-0400,Sticky Rice in Lotus Leaf(Dim Sum),NA,120001,NA,2018,7,18,16,1,21,49,9bd68530-762a-4086-8cfa-87ce393c8ee5
2018,6,23,22,0,0,511,100003,40,2018,6,24,16,3,26,124,0.5,com.sec.android.app.shealth,UTC-0400,Unsweetened Soymilk(Silk),NA,120001,NA,2018,6,24,15,58,27,625,1a152010-fc7a-4ce4-a0ac-7e92b3a6bdd7
2018,6,22,0,31,59,972,100003,248.4,2018,6,22,4,12,53,597,0.3,com.sec.android.app.shealth,UTC-0400,Peanuts,NA,120001,NA,2018,6,22,0,36,45,262,e4815eea-f795-4240-bdd1-2e88f9bf91d9
