date,ActivFit
2016-01-20 10:18:23,walking
2016-01-20 14:02:02,walking
2016-01-20 14:10:03,walking
2016-01-20 17:10:09,walking
2016-01-20 17:15:45,walking
2016-01-20 18:42:48,walking
2016-01-20 19:39:48,walking
2016-01-20 19:43:17,walking
2016-01-20 19:49:13,walking
